Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2008,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2008,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2009,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2009,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2010,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2010,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2010,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2011,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2011,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2011,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2012,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2012,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2012,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2013,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2013,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2013,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2014,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2014,Mitsubishi,Mirage,OUC644M-KEY-N,315,FSK,,,
2014,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2014,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2015,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2015,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2015,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2016,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2016,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2016,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2017,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2017,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2017,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2018,Mitsubishi,Eclipse Cross,OUCGHR-M013,315,FSK,,,
2018,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2018,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2019,Mitsubishi,Eclipse Cross,OUCGHR-M013,315,FSK,,,
2019,Mitsubishi,Mirage,OUCGHR-M013,315,FSK,,,
2019,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2019,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2020,Mitsubishi,Eclipse Cross,OUCGHR-M013,315,FSK,,,
2020,Mitsubishi,Mirage,OUCGHR-M013,315,FSK,,,
2020,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2020,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2001,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2001,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2002,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2002,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2002,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2002,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2003,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2003,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2003,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2003,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2003,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2003,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2003,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2004,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2004,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2004,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2004,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2004,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2004,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2004,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2005,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2005,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2005,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2005,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2005,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2005,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2005,Honda,Pilot,CWTWB1U545,433.92,FSK,,,
2005,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2006,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2006,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2006,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2006,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2006,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2006,Honda,Pilot,CWTWB1U545,433.92,FSK,,,
2006,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2006,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2007,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2007,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2007,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2007,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2007,Honda,Fit,OUCG8D-380H-A,313.85,FSK,,,
2007,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2007,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2007,Honda,Pilot,CWTWB1U545,433.92,FSK,,,
2007,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2007,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2008,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2008,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2008,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2008,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2008,Honda,Fit,OUCG8D-380H-A,313.85,FSK,,,
2008,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2008,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2008,Honda,Pilot,CWTWB1U545,433.92,FSK,,,
2008,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2009,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2009,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2009,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2009,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2009,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2009,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2009,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2009,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2009,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2010,Honda,Accord Crosstour,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2010,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2010,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2010,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2010,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2010,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2010,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2010,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2011,Honda,Accord Crosstour,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2011,Honda,Civic,N5F-S0084A,313.85,FSK,,,
2011,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2011,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2011,Honda,Odyssey,N5F-A04TAA,313.85,FSK,,,
2011,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2011,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2011,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2012,Honda,Accord Crosstour,MLBHLIK-1T,313.85,FSK,,,
2012,Honda,Accord Sedan,KR55WK49308,313.85,FSK,,,
2012,Honda,Civic,N5F-A05TAA,313.85,FSK,,,
2012,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2012,Honda,CR-V,MLBHLIK-1TA,313.85,FSK,,,
2012,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2012,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2012,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2012,Honda,Odyssey,N5F-A04TAA,313.85,FSK,,,
2012,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2012,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2012,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2013,Honda,Accord,ACJ932HK1210A,313.85,FSK,,,
2013,Honda,Accord,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2013,Honda,Civic,N5F-A05TAA,313.85,FSK,,,
2013,Honda,Crosstour,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2013,Honda,CR-V,MLBHLIK-1T,313.85,FSK,,,
2013,Honda,CR-V,MLBHLIK-1TA,313.85,FSK,,,
2013,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2013,Honda,FIT,MLBHLIK-1T,313.85,FSK,,,
2013,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2013,Honda,Odyssey,N5F-A04TAA,313.85,FSK,,,
2013,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2013,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2013,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2014,Honda,Accord,ACJ932HK1210A,313.85,FSK,,,
2014,Honda,Accord,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2014,Honda,Civic,ACJ932HK1210A,313.85,FSK,,,
2014,Honda,Civic,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2014,Honda,Crosstour,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2014,Honda,CR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2014,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2014,Honda,Insight,MLBHLIK-1T,313.85,FSK,,,
2014,Honda,Odyssey,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2014,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2014,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2014,Honda,Ridgeline,OUCG8D-380H-A,313.85,FSK,,,
2015,Honda,Accord,ACJ932HK1210A,313.85,FSK,,,
2015,Honda,Accord,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2015,Honda,Civic,ACJ932HK1210A,313.85,FSK,,,
2015,Honda,Civic,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2015,Honda,Crosstour,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2015,Honda,CR-V,ACJ932HK1210A,313.85,FSK,,,
2015,Honda,CR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2015,Honda,CR-Z,MLBHLIK-1T,313.85,FSK,,,
2015,Honda,Fit,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2015,Honda,Odyssey,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2015,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2015,Honda,Pilot,KR55WK49308,313.85,FSK,,,
2016,Honda,Accord,ACJ932HK1310A,433.92,FSK,,,
2016,Honda,Accord,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Civic,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2016,Honda,Civic,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,CR-V,ACJ932HK1210A,313.85,FSK,,,
2016,Honda,CR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Fit,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,HR-V,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,HR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Odyssey,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2016,Honda,Pilot,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2016,Honda,Pilot,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,Accord,ACJ932HK1310A,433.92,FSK,,,
2017,Honda,Accord,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2017,Honda,Civic,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,Civic,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,Civic,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2017,Honda,Clarity,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,CR-V,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,CR-V,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2017,Honda,Fit,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2017,Honda,HR-V,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2017,Honda,HR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2017,Honda,Odyssey,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2017,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2017,Honda,Pilot,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,Pilot,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2017,Honda,Ridgeline,A2C97488400,noRecord,XXX,,,
2018,Acura,TLX,KR5V2X / KR5V21,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2018,Honda,Accord,CWTWB1G0090,433.92,FSK,,,
2018,Honda,Civic,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2018,Honda,Civic,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
