Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2005,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Five Hundred,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Five Hundred,OUCD6000022,315,ASK,,,
2005,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Freestar,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Freestyle,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Five Hundred,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Five Hundred,OUCD6000022,315,ASK,,,
2006,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Freestar,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Freestyle,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Fusion,OUCD6000022,315,ASK,,,
2006,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2006,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Edge,CWTWB1U793,315,ASK,,,
2007,Ford,Edge,OUCD6000022,315,ASK,,,
2007,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Escape,CWTWB1U793,315,ASK,,,
2007,Ford,Escape,OUCD6000022,315,ASK,,,
2007,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Expedition,OUCD6000022,315,ASK,,,
2007,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Explorer,CWTWB1U793,315,ASK,,,
2007,Ford,Explorer,OUCD6000022,315,ASK,,,
2007,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Five Hundred,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2007,Ford,Five Hundred,OUCD6000022,315,ASK,,,
2007,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Focus,OUCD6000022,315,ASK,,,
2007,Ford,Freestar,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Freestyle,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Freestyle,OUCD6000022,315,ASK,,,
2007,Ford,Fusion,CWTWB1U793,315,ASK,,,
2007,Ford,Fusion,OUCD6000022,315,ASK,,,
2007,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2007,Ford,Taurus,OUCD6000022,315,ASK,,,
2008,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Edge,CWTWB1U793,315,ASK,,,
2008,Ford,Edge,OUCD6000022,315,ASK,,,
2008,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Escape,CWTWB1U793,315,ASK,,,
2008,Ford,Escape,OUCD6000022,315,ASK,,,
2008,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Expedition,OUCD6000022,315,ASK,,,
2008,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Explorer,CWTWB1U793,315,ASK,,,
2008,Ford,Explorer,OUCD6000022,315,ASK,,,
2008,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2008,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Focus,OUCD6000022,315,ASK,,,
2008,Ford,Fusion,CWTWB1U793,315,ASK,,,
2008,Ford,Fusion,OUCD6000022,315,ASK,,,
2008,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2008,Ford,Taurus,OUCD6000022,315,ASK,,,
2008,Ford,Taurus X,OUCD6000022,315,ASK,,,
2008,Ford,Tribute,OUCD6000022,315,ASK,,,
2009,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Edge,CWTWB1U793,315,ASK,,,
2009,Ford,Edge,OUCD6000022,315,ASK,,,
2009,Ford,Escape,CWTWB1U793,315,ASK,,,
2009,Ford,Escape,OUCD6000022,315,ASK,,,
2009,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Expedition,CWTWB1U793,315,ASK,,,
2009,Ford,Expedition,OUCD6000022,315,ASK,,,
2009,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Explorer,CWTWB1U793,315,ASK,,,
2009,Ford,Explorer,OUCD6000022,315,ASK,,,
2009,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2009,Ford,Flex,CWTWB1U793,315,ASK,,,
2009,Ford,Flex,OUCD6000022,315,ASK,,,
2009,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Focus,OUCD6000022,315,ASK,,,
2009,Ford,Fusion,CWTWB1U793,315,ASK,,,
2009,Ford,Fusion,OUCD6000022,315,ASK,,,
2009,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2009,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2009,Ford,Taurus,OUCD6000022,315,ASK,,,
2009,Ford,Taurus X,OUCD6000022,315,ASK,,,
2009,Ford,Tribute,OUCD6000022,315,ASK,,,
2010,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Edge,CWTWB1U793,315,ASK,,,
2010,Ford,Edge,OUCD6000022,315,ASK,,,
2010,Ford,Escape,CWTWB1U793,315,ASK,,,
2010,Ford,Escape,OUCD6000022,315,ASK,,,
2010,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Expedition,CWTWB1U793,315,ASK,,,
2010,Ford,Expedition,OUCD6000022,315,ASK,,,
2010,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Explorer,CWTWB1U793,315,ASK,,,
2010,Ford,Explorer,OUCD6000022,315,ASK,,,
2010,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2010,Ford,Flex,CWTWB1U793,315,ASK,,,
2010,Ford,Flex,OUCD6000022,315,ASK,,,
2010,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2010,Ford,Focus,OUCD6000022,315,ASK,,,
2010,Ford,Fusion,CWTWB1U793,315,ASK,,,
2010,Ford,Fusion,OUCD6000022,315,ASK,,,
2010,Ford,Mustang,CWTWB1U793,315,ASK,,,
2010,Ford,Mustang,OUCD6000022,315,ASK,,,
2010,Ford,Taurus,CWTWB1U793,315,ASK,,,
2010,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2010,Ford,Taurus,OUCD6000022,315,ASK,,,
2010,Ford,Tribute,OUCD6000022,315,ASK,,,
2011,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2011,Ford,Edge,CWTWB1U793,315,ASK,,,
2011,Ford,Escape,CWTWB1U793,315,ASK,,,
2011,Ford,Escape,OUCD6000022,315,ASK,,,
2011,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2011,Ford,Expedition,CWTWB1U793,315,ASK,,,
2011,Ford,Expedition,OUCD6000022,315,ASK,,,
2011,Ford,Explorer,CWTWB1U793,315,ASK,,,
2011,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2011,Ford,F150,CWTWB1U793,315,ASK,,,
2011,Ford,F250,CWTWB1U793,315,ASK,,,
2011,Ford,F350,CWTWB1U793,315,ASK,,,
2011,Ford,F450,CWTWB1U793,315,ASK,,,
2011,Ford,F550,CWTWB1U793,315,ASK,,,
2011,Ford,Fiesta,KR55WK47899,315,ASK,,,
2011,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2011,Ford,Five Hundred,CWTWB1U793,315,ASK,,,
2011,Ford,Flex,CWTWB1U793,315,ASK,,,
2011,Ford,Flex,OUCD6000022,315,ASK,,,
2011,Ford,Focus,CWTWB1U793,315,ASK,,,
2011,Ford,Focus,OUCD6000022,315,ASK,,,
2011,Ford,Fusion,CWTWB1U793,315,ASK,,,
2011,Ford,Fusion,OUCD6000022,315,ASK,,,
2011,Ford,Mustang,CWTWB1U793,315,ASK,,,
2011,Ford,Mustang,OUCD6000022,315,ASK,,,
2011,Ford,Taurus,CWTWB1U793,315,ASK,,,
2011,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2011,Ford,Taurus,OUCD6000022,315,ASK,,,
2011,Ford,Tribute,OUCD6000022,315,ASK,,,
2012,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2012,Ford,Edge,CWTWB1U793,315,ASK,,,
2012,Ford,Edge,M3N5WY8609,315,ASK/FSK,,,
2012,Ford,Escape,CWTWB1U793,315,ASK,,,
2012,Ford,Escape,OUCD6000022,315,ASK,,,
2012,Ford,Expedition,CWTWB1U793,315,ASK,,,
2012,Ford,Expedition,OUCD6000022,315,ASK,,,
2012,Ford,Explorer,CWTWB1U793,315,ASK,,,
2012,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2012,Ford,F150,CWTWB1U793,315,ASK,,,
2012,Ford,F250,CWTWB1U793,315,ASK,,,
2012,Ford,F350,CWTWB1U793,315,ASK,,,
2012,Ford,F450,CWTWB1U793,315,ASK,,,
2012,Ford,F550,CWTWB1U793,315,ASK,,,
2012,Ford,F650,CWTWB1U793,315,ASK,,,
2012,Ford,F750,CWTWB1U793,315,ASK,,,
2012,Ford,Fiesta,KR55WK47899,315,ASK,,,
2012,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2012,Ford,Flex,CWTWB1U793,315,ASK,,,
2012,Ford,Flex,OUCD6000022,315,ASK,,,
2012,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2012,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2012,Ford,Focus,OUCD6000022,315,ASK,,,
2012,Ford,Fusion,CWTWB1U793,315,ASK,,,
2012,Ford,Fusion,OUCD6000022,315,ASK,,,
2012,Ford,Mustang,CWTWB1U793,315,ASK,,,
2012,Ford,Mustang,OUCD6000022,315,ASK,,,
2012,Ford,Taurus,CWTWB1U793,315,ASK,,,
2012,Ford,Taurus,M3N5WY8406,315,ASK/FSK,,,
2012,Ford,Taurus,OUCD6000022,315,ASK,,,
2013,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2013,Ford,C-Max,OUCD6000022,315,ASK,,,
2013,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2013,Ford,Edge,CWTWB1U793,315,ASK,,,
2013,Ford,Edge,M3N5WY8609,315,ASK/FSK,,,
2013,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2013,Ford,Escape,OUCD6000022,315,ASK,,,
2013,Ford,Expedition,CWTWB1U793,315,ASK,,,
2013,Ford,Explorer,CWTWB1U793,315,ASK,,,
2013,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2013,Ford,F150,CWTWB1U793,315,ASK,,,
2013,Ford,F250,CWTWB1U793,315,ASK,,,
2013,Ford,F350,CWTWB1U793,315,ASK,,,
2013,Ford,F450,CWTWB1U793,315,ASK,,,
2013,Ford,F550,CWTWB1U793,315,ASK,,,
2013,Ford,F650,CWTWB1U793,315,ASK,,,
2013,Ford,F750,CWTWB1U793,315,ASK,,,
2013,Ford,Fiesta,KR55WK47899,315,ASK,,,
2013,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2013,Ford,Flex,CWTWB1U793,315,ASK,,,
2013,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2013,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2013,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2013,Ford,Focus,OUCD6000022,315,ASK,,,
2013,Ford,Fusion,M3N-A2C31243300,902.375/903.425,FSK,,,
2013,Ford,Fusion,N5F-A08TAA,314.95,ASK,,,
2013,Ford,Mustang,CWTWB1U793,315,ASK,,,
2013,Ford,Taurus,CWTWB1U793,315,ASK,,,
2013,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2014,Ford,C-Max,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,C-Max,OUCD6000022,315,ASK,,,
2014,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2014,Ford,Edge,CWTWB1U793,315,ASK,,,
2014,Ford,Edge,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,Escape,OUCD6000022,315,ASK,,,
2014,Ford,Expedition,CWTWB1U793,315,ASK,,,
2014,Ford,Explorer,CWTWB1U793,315,ASK,,,
2014,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,F150,CWTWB1U793,315,ASK,,,
2014,Ford,F250,CWTWB1U793,315,ASK,,,
2014,Ford,F350,CWTWB1U793,315,ASK,,,
2014,Ford,F450,CWTWB1U793,315,ASK,,,
2014,Ford,F550,CWTWB1U793,315,ASK,,,
2014,Ford,F650,CWTWB1U793,315,ASK,,,
2014,Ford,F750,CWTWB1U793,315,ASK,,,
2014,Ford,Fiesta,KR55WK47899,315,ASK,,,
2014,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2014,Ford,Flex,CWTWB1U793,315,ASK,,,
2014,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2014,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,Focus,OUCD6000022,315,ASK,,,
2014,Ford,Fusion,M3N-A2C31243300,902.375/903.425,FSK,,,
2014,Ford,Fusion,N5F-A08TAA,314.95,ASK,,,
2014,Ford,Mustang,CWTWB1U793,315,ASK,,,
2014,Ford,Taurus,CWTWB1U793,315,ASK,,,
2014,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2014,Ford,Transit Connect,OUCD6000022,315,ASK,,,
2014,Ford,Transit,OUCD6000022,315,ASK,,,
2015,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2015,Ford,C-Max,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,C-Max,OUCD6000022,315,ASK,,,
2015,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2015,Ford,Edge,CWTWB1U793,315,ASK,,,
2015,Ford,Edge,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Edge,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Ford,Edge,M3N-A2C31243800,314.95,ASK/FSK,,,
2015,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Escape,OUCD6000022,315,ASK,,,
2015,Ford,Expedition,CWTWB1U793,315,ASK,,,
2015,Ford,Expedition,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Explorer,CWTWB1U793,315,ASK,,,
2015,Ford,Explorer,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,F150,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Ford,F150,M3N-A2C31243800,314.95,ASK/FSK,,,
2015,Ford,F150,N5F-A08TAA,314.95,ASK,,,
2015,Ford,F150,N5F-A08TDA,902.375/903.425,FSK,,,
2015,Ford,F250,CWTWB1U793,315,ASK,,,
2015,Ford,F250,N5F-A08TAA,314.95,ASK,,,
2015,Ford,F350,CWTWB1U793,315,ASK,,,
2015,Ford,F350,N5F-A08TAA,314.95,ASK,,,
2015,Ford,F450,CWTWB1U793,315,ASK,,,
2015,Ford,F550,CWTWB1U793,315,ASK,,,
2015,Ford,F650,CWTWB1U793,315,ASK,,,
2015,Ford,F750,CWTWB1U793,315,ASK,,,
2015,Ford,Fiesta,CWTWB1U793,315,ASK,,,
2015,Ford,Fiesta,KR55WK47899,315,ASK,,,
2015,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2015,Ford,Flex,CWTWB1U793,315,ASK,,,
2015,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2015,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Focus,OUCD6000022,315,ASK,,,
2015,Ford,Fusion,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Ford,Fusion,M3N-A2C31243800,314.95,ASK/FSK,,,
2015,Ford,Fusion,N5F-A08TAA,314.95,ASK,,,
2015,Ford,Mustang,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Ford,Mustang,M3N-A2C31243800,314.95,ASK/FSK,,,
2015,Ford,Taurus,CWTWB1U793,315,ASK,,,
2015,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2015,Ford,Transit Connect,OUCD6000022,315,ASK,,,
2015,Ford,Transit,OUCD6000022,315,ASK,,,
2016,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,C-Max,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,C-Max,OUCD6000022,315,ASK,,,
2016,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2016,Ford,Edge,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Edge,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Escape,OUCD6000022,315,ASK,,,
2016,Ford,Expedition,CWTWB1U793,315,ASK,,,
2016,Ford,Expedition,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Explorer,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Explorer,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Explorer,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F150,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,F150,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,F150,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F150,N5F-A08TDA,902.375/903.425,FSK,,,
2016,Ford,F250,CWTWB1U793,315,ASK,,,
2016,Ford,F250,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F350,CWTWB1U793,315,ASK,,,
2016,Ford,F350,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F450,CWTWB1U793,315,ASK,,,
2016,Ford,F550,CWTWB1U793,315,ASK,,,
2016,Ford,F650,CWTWB1U793,315,ASK,,,
2016,Ford,F750,CWTWB1U793,315,ASK,,,
2016,Ford,Fiesta,CWTWB1U793,315,ASK,,,
2016,Ford,Fiesta,KR55WK47899,315,ASK,,,
2016,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,Flex,CWTWB1U793,315,ASK,,,
2016,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Focus,OUCD6000022,315,ASK,,,
2016,Ford,Fusion,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Fusion,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Fusion,N5F-A08TAA,314.95,ASK,,,
2016,Ford,Mustang,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Mustang,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Taurus,CWTWB1U793,315,ASK,,,
2016,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Transit Connect,OUCD6000022,315,ASK,,,
2016,Ford,Transit,OUCD6000022,315,ASK,,,
2017,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2017,Ford,C-Max,M3N5WY8609,315,ASK/FSK,,,
2017,Ford,C-Max,OUCD6000022,315,ASK,,,
2017,Ford,Edge,M3N-A2C31243300,902.375/903.425,FSK,,,
2017,Ford,Edge,M3N-A2C31243800,314.95,ASK/FSK,,,
2017,Ford,Edge,M3N-A2C93142300,314.95,FSK,,,
2017,Ford,Edge,M3N-A2C93142600,902.375/903.425,FSK,,,
2017,Ford,Edge ST,M3N-A2C931426,902.375/903.425,FSK,,,
